"","Date","title"
"4524"," 8/10","[轉錄][新聞] 傑斯新歌反嗆綠洲主腦"
"4525"," 8/10","[推薦] Rihanna - Good Girl Gone Bad"
"4526"," 8/11","[推薦]我朋友唱的 還不錯"
"4527"," 8/12","[徵求]塗鴉好手"
"4528"," 8/12","[活動] 8/16 CoorsLight夏日極酷派對 @墾丁福華"
"4529"," 8/14","[問題]這個問題不太清楚可否在這裡問?"
"4530"," 8/15","我回來了"
"4531"," 8/15","Re: 我回來了"
"4532"," 8/16","[推薦] DJ IRONIK  -   Stay With Me"
"4533"," 8/16","[推薦] T.I. Ft. Kanye West - Crank Dat"
"4534"," 8/18","[轉錄][情報] 今晚 Aonami(JP) X Clarabell(JP) X B2 …"
"4535"," 8/19","[推薦] Young Jeezyfeat.Kanye West - Put On"
"4536"," 8/19","[推薦] T.I.-Whatever You Like"
"4537"," 8/20","[轉錄][公告] 8/23 停機公告"
"4538"," 8/21","[討論] hiphop服裝..."
"4539"," 8/21","<RhymeWave 八月份 New Arrival>"
"4540"," 8/23","[問題] 有關押韻的開始album"
"4541"," 8/24","[問題] 性感的舞曲？"
"4542"," 8/24","[訊息]台灣locker 在美國拿金牌!!!!!!!!!!!!!!"
"4543"," 8/24","[問題] 買instrmental專輯"
"4544"," 8/24","[問題] 請推薦一些歌"
"4545"," 8/24","[推薦] Force Be With You"
"4546"," 8/25","[嘴砲] 音地台灣網路電台 專訪拷秋勤"
"4547"," 8/25","[HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4548"," 8/26","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4549"," 8/26","[推薦] 大支新作品"
"4550"," 8/26","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4551"," 8/26","[推薦] 幾首最近喜歡還有回憶的歌"
"4552"," 8/27","[KUSO] 嘻哈一輩子, 保持真實"
"4553"," 8/27","Re: [討論] hiphop服裝..."
"4554"," 8/27","[推薦] Kanye West ‘Good Morning’ "
"4555"," 8/28","[推薦] 人人有功練新歌上架"
"4556"," 8/28","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4557"," 8/28","[轉錄][ＸＤ] 阿宅 完全命中"
"4558"," 8/28","[新聞] Dr. Dre痛失愛子"
"4559"," 8/28","Jockin Jay-Z (Dope Boy Fresh)"
"4560"," 8/29","[推薦] Class Act"
"4561"," 8/29","[問題] 請問頑童的評價??"
"4562"," 8/29","[推薦] I Can't Help It (Shin-Ski's Can't Stop Me Remix)"
"4563"," 8/30","[問題] 跟Timbaland合作的歌?"
"4564"," 8/30","[推薦] Common Ft. Pharell - Announcement"
"4565"," 8/30","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4566"," 8/30","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4567"," 8/30","Re: [問題] 請問頑童的評價??"
"4568"," 8/30","Re: [HATER] 街頭之聲, 讓台灣饒舌歌手無法持續前進 ?"
"4569"," 8/30","[知識] Prophets of the hood"
"4570"," 8/30","[推薦] Some Aussie HipHop"
"4571"," 8/31","[活動] Kanye @ 上海"
"4572"," 9/01","阿海的flow大家覺得如何？"
"4573"," 9/01","Soft Lipa Ft. Pezen & Favorite Favorz - Hit …"
"4574"," 9/01","[討論] 大家覺的jaheim的歌如何??"
"4575"," 9/02","[活動] 09/12 DP-人人有功練 最嗆辣雙人組合LUXY演出!!"
"4576"," 9/03","8964"
"4577"," 9/04","[推薦] 天王星上"
"4578"," 9/04","[討論] 我所知道的放克"
"4579"," 9/05","[好奇] 籃球火的歌"
"4580"," 9/05","[知識] Ne-Yo is.....KER KER"
"4581"," 9/06","[問題] 錄製自創Rap"
"4582"," 9/06","[推薦] MoBillionairez ft. Mannie Fresh - Shake It Fast"
"4583"," 9/07","[推薦] 推一下歌..."
"4584"," 9/07","[問題] 想問歌詞翻譯"
"4585"," 9/08","[推薦] Rainydayz remixes"
"4586"," 9/08","[活動] 2008-09-27 Lumidee 露蜜蒂首次來台演ꔠ…"
"4587"," 9/09","[KUSO] 版標..."
"4588"," 9/10","[討論] 冰塊酷吧回來了 XDDD"
"4589"," 9/10","Re: [自介] 板友名單 "
"4590"," 9/10","[推薦] T.I. feat. Rihanna-Song Medley in VMA's 2008"
"4591"," 9/10","[分享] 拷秋勤、農村武裝青年演唱LIVE     "
"4592"," 9/10","Re: [自介] 板友名單 "
"4593"," 9/10","[討論] 大家覺得老黑和老墨的hip hop"
"4594"," 9/11","Re: [自介] 板友名單 "
"4595"," 9/11","[本月] 好音樂不怕下載"
"4596"," 9/12","[轉錄][藝人] 與狗仔隊衝突　葛萊美獎得主肯伊威斯特 …"
"4597"," 9/12","[推薦] Ludacris-What Them Girls Want"
"4598"," 9/12","[活動] FSS Taiwan!! 世界街舞大賽台灣區域賽!!"
"4599"," 9/13","[推薦] Hi Hater"
"4600"," 9/13","[問題] 最近迷上嘻哈音樂@@"
"4601"," 9/13","[活動] 9/27 Ugly Duckling來台演出 "
"4602"," 9/14","[討論] Freeway - Drought Time"
"4603"," 9/14","[問題] 請問NAS的新專輯"
"4604"," 9/15","[問題] 背景有動人旋律的hip-hop歌曲?"
"4605"," 9/15","Re: [問題] 請問NAS的新專輯"
"4606"," 9/15","[推薦] Travis Barker & Dj-AM - Fix Your Face"
"4607"," 9/16","[推薦] We Ready"
"4608"," 9/16","[推薦] San Quinn - SF Anthem (feat. Big Ric …"
"4609"," 9/16","[推薦] Ludacris - Get back"
"4610"," 9/16","[推薦] LL Cool J-It's time for war"
"4611"," 9/16","[推薦] V.I.C-duck off "
"4612"," 9/18","[心得] Black Violin"
"4613"," 9/18","[討論] 嘻哈寶典六"
"4614"," 9/18","[討論] Nelly  「Brass Knuckle」"
"4615"," 9/18","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4616"," 9/18","[問題] 想請問一下參劈的沿革?"
"4617"," 9/18","<RhymeWave 9月份新到貨>"
"4618"," 9/19","[ 售 ] will smith 系列(皆已售出)"
"4619"," 9/19","[ 售 ] Eminem/Nelly/Craig David/Puff Daddy"
"4620"," 9/19","[分享] Donnie Klang - Hurt That Body  "
"4621"," 9/19","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4622"," 9/19","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4623"," 9/19","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4624"," 9/19","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4625"," 9/19","[推薦] 很白爛的mv..."
"4626"," 9/20","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4627"," 9/20","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4628"," 9/20","[老梗] 50 Cent, Kanye Set For December Album Battle"
"4629"," 9/20","[推薦] John Legend ft. Kanye West - It's Over"
"4630"," 9/20","[推薦] Mike Jones - Cutty Buddy"
"4631"," 9/20","[推薦] Ace Hood - Ride"
"4632"," 9/20","[推薦] Immortal Technique"
"4633"," 9/21","Re: [推薦] Travis Barker & Dj-AM - Fix Your Face"
"4634"," 9/21","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4635"," 9/21","[推薦] Lupe Fiasco ft. Matthew Santos - Fighters"
"4636"," 9/21","[推薦] DJ K.O."
"4637"," 9/21","[推薦] Blu"
"4638"," 9/22","[推薦] Some hardcore hiphop "
"4639"," 9/22","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4640"," 9/22","[推薦] Kanye West - Love Lockdown "
"4641"," 9/22","[推薦] 宋岳庭~"
"4642"," 9/23","有人家裡還有卡式播放機的嗎"
"4643"," 9/23","[活動] 政大黑人音樂社"
"4644"," 9/23","[推薦] H.O.O.D"
"4645"," 9/23","[推薦] 嘻哈六星級  LOLLIPOP  讚 (不是棒棒""뀠…"
"4646"," 9/23","快要受不了"
"4647"," 9/23","台灣嘻哈遊戲並非由你定義：《參劈的饒舌大計劃》這真是太超過了!"
"4648"," 9/23","[本月] 10/18 LIL JON南岸曠克大王首度來台演ꔠ…"
"4649"," 9/23","[問題] Busta Rhymes-I Love My Bitch/Touch It"
"4650"," 9/24","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4651"," 9/24","[活動] nyc roseland hiphop concert"
"4652"," 9/24","Re: [活動] 9/27 Ugly Duckling來台演出 "
"4653"," 9/24","[推薦] Nelly- Lie (Feat. St. Lunatics) 謊言 "
"4654"," 9/24","Re: [本月] The Foreign Exchange"
"4655"," 9/24","[討論] 你最想看到哪些歌手或團體來台演出?"
"4656"," 9/24","[分享]LOLLIPOP - Lil Wayne / Kanye West - AFRICAN REMIX"
"4657"," 9/24","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4658"," 9/25","[推薦] City Haze - Brooklyn Streets"
"4659"," 9/25","[新聞] Jay-Z成立新唱片公司"
"4660"," 9/25","他，馬的毒奶粉"
"4661"," 9/25","淡水區域誠徵兩名DJ人才"
"4662"," 9/25","[推薦] 台灣歌手豬頭皮~~皮小姐野史~~"
"4663"," 9/26","[介紹] Common - The Light (Remix)"
"4664"," 9/26","[問題] Outerspace和JMT?"
"4665"," 9/26","Re: [推薦] 台灣歌手豬頭皮~~皮小姐野史~~"
"4666"," 9/26","[問題] 請教一些問題"
"4667"," 9/26","[推薦]有趣的改編"
"4668"," 9/27","[推薦] 大支的新歌 腎石傳說"
"4669"," 9/27","[影片] Buddah Stretch論Hip-Hop (dance)"
"4670"," 9/27","[問題] 可以推薦幾首很有POWER的歌嗎?"
"4671"," 9/27","Re: [推薦] H.O.O.D"
"4672"," 9/28","[問題] 這首歌的取樣?"
"4673"," 9/28","[徵求]1饒舌歌手和6舞者!"
"4674"," 9/28","{求助} H.O.O.D PTT2版連署"
"4675"," 9/28","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4676"," 9/29","[問題] MC??"
"4677"," 9/29","[問題] 大支   茶米"
"4678"," 9/29","Re: [問題] 大支   茶米"
"4679"," 9/30","[問題] 關於錄歌、作曲"
"4680"," 9/30","Re: [問題] MC??"
"4681"," 9/30","Re: [問題] MC??"
"4682"," 9/30","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4683"," 9/30","[推薦] 街舞開戰(Planet B-Boy)"
"4684"," 9/30","Re: [問題] MC??"
"4685"," 9/30","Re: [問題] MC??"
"4686"," 9/30","[情報] 街舞開戰 第二波預告＋台灣代表團集氣"
"4687","10/01","Re: [問題] MC??"
"4688","10/01","Re: [問題] MC??"
"4689","10/01","[問題] 大家好，我想做一份hip-hop的報告"
"4690","10/01","[新聞] BET要把Rap City關掉了"
"4691","10/01","HINOTER 34音樂雜誌"
"4692","10/01","[情報] ""街舞開戰""之嘻哈開戰系列講座 @信義誠品 "
"4693","10/01","[轉錄][娛樂] 麥摳孫快回來了"
"4694","10/02","[知識] 大支改名字了 天穴男孩"
"4695","10/02","HIP-HOP???"
"4696","10/02","Re: [問題] MC??"
"4697","10/02","Re: [情報] 街舞開戰 第二波預告＋台灣代表團集氣"
"4698","10/02","[新聞] COMMON 新專輯發行日確定了"
"4699","10/02","[新聞] JAY-Z開免費演唱會挺歐巴馬"
"4700","10/03","很嘻哈的音樂 進來討論你認為夠嗆的嘻哈專輯吧"
"4701","10/03","[新聞] B.I.G.的自傳電影預告片 "
"4702","10/03","Re: HIP-HOP???"
"4703","10/03","[發表]　東海嘻研社還沒倒阿?!"
"4704","10/03","[推薦] Lyricks and Manifest"
"4705","10/03","[新聞] Wu-Tang 的紀錄片也來了"
"4706","10/03","Re: [問題] MC??"
"4707","10/03","[KUSO] 俄軍饒舌影片抗議貼上網 被下放到遠東"
"4708","10/03","Re: [問題] MC??"
"4709","10/04","[推薦] NMB Stunnaz - Clap Them Thighs"
"4710","10/04","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4711","10/05","[推薦] Freddie Joachim "
"4712","10/05","[新聞] Jim Jones 槓上 Jay-Z, Kanye, TI"
"4713","10/06","[分享] 張睿銓--Freedom Zen(空禪)"
"4714","10/06","[推薦] Shwayze-Buzzin "
"4715","10/06","[新聞] 傳記片又一發，這次是ATCQ!!"
"4716","10/07","[討論] 請大家聽聽看"
"4717","10/07","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4718","10/07","[新聞] Kanye公佈第二首單曲及專輯發片時間"
"4719","10/07","[新聞] Nas + Ice Cube + Scarface...可能嗎?"
"4720","10/07","[分享] Ghostwridah - Dying To Survive (Feat. …"
"4721","10/07","【街舞開戰】鄉民專屬 下注看特映 送你運動毛巾"
"4722","10/08","[推薦] NE-YO Miss Independent "
"4723","10/08","[推薦] Common feat. Pharrell-Universal Mind Control"
"4724","10/09","[推薦] The Freshest Kids"
"4725","10/09","[新聞] Hip Hop的發源地以七百萬美元被買下"
"4726","10/09","[新聞] The Best Rapper Alive Is..."
"4727","10/09","[新聞] Beyonce & Mos Def共演新片Cadillac Re …"
"4728","10/09","[新聞] Lurdacris與9th Wonder聯手出擊"
"4729","10/09","[推薦] 熱狗-差不多先生"
"4730","10/10","[新聞] Coolio準備出書介紹烹飪"
"4731","10/10","[新聞] Kanye West和恩師No I.D.攜手合作"
"4732","10/11","<RhymeWave 10月份新到貨>"
"4733","10/11","[問題] 陰森風格"
"4734","10/12","[活動] 2008.10.23 DanceUnion Vol.50 ""Real H …"
"4735","10/12","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4736","10/12","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4737","10/12","[新聞] 太詭異了 Ne-Yo將與Marilyn Manson合作!?"
"4738","10/12","[新聞] Little Brother新Mixtape"
"4739","10/12","[推薦] Lil' Wayne搞搖滾..."
"4740","10/12","[問題] 關於音效"
"4741","10/12","[新聞] DJ Quik 說Dr.Dre為新專輯至少已準備400首歌!!"
"4742","10/12","Re: [問題] 背景有動人旋律的hip-hop歌曲?"
"4743","10/13","[推薦] The Tapemasters Inc - Black Friday P …"
"4744","10/13","[推薦]【街舞開戰】Bboy柏均的心得"
"4745","10/13","Re: [推薦] Lil' Wayne搞搖滾..."
"4746","10/13","台灣獲世界街舞預賽亞洲冠軍 【街舞開戰】集氣"
"4747","10/14","[新聞] 2008年度「嘻哈撈金王」"
"4748","10/14","[推薦] 大囍門-I Love Rock'n Roll"
"4749","10/14","[新聞] Eminem新書即將上架"
"4750","10/14","[新聞] Fat Joe 與 Lil' Wayne再次合作"
"4751","10/14","[好雷]【街舞開戰】拷秋勤范姜的心得 "
"4752","10/14","注意安全.."
"4753","10/15","[問題]請問一下這首歌的原曲與該去哪找這首只꘠…"
"4754","10/16","[新聞] Fabolous新專輯將向艾爾帕西諾致敬"
"4755","10/16","[新聞] 50 Cent新專輯將由Dr.Dre & Eminem全力相助"
"4756","10/16","[新聞] DJ Dummy報料：Common正在熱戀中!!"
"4757","10/16","[新聞] Jim Jones又開砲!! 這次是Fuck Nas!!"
"4758","10/16","Re: [自介] 板友名單 "
"4759","10/16","[活動]11/16  RSI 饒舌現場 GORDON X [email protected]河 …"
"4760","10/16","[問題] 狗嘴吐不出象牙的一首歌"
"4761","10/16","[新聞] Illa J新專輯即將在11/4發行"
"4762","10/16","[活動] 10/18 LUXY五週年 南岸曠克天王LIL JON …"
"4763","10/16","[推薦] Hip Hop Karaoke"
"4764","10/16","Rhyme Wave隆重引進精選日盤專輯"
"4765","10/17","[新聞] Eminem突然公佈新專輯將在今年發行!!"
"4766","10/17","[推薦] common market-tobacco road "
"4767","10/17","[新聞] The Game 自傳影片 ""Life After The Math"""
"4768","10/17","[政治] 歐巴馬 V.S 麥凱恩"
"4769","10/17","[活動] 嘻哈開戰講座之一：DJ (10/9片段)"
"4770","10/17","[本月] The Foreign Exchange - Leave it All  …"
"4771","10/17","[新聞] Little Brother將於 11/4 發行 Mixtape"
"4772","10/17","[推薦] Busta Rhymes  New Album-B.O.M.B"
"4773","10/18","[買賣] 徵求DJ Set 一組"
"4774","10/18","[八卦]話說DS455的..."
"4775","10/18","[問題] 熱狗~我哈你"
"4776","10/18","[推薦] Tay Dizm Ft. Piccalo And Dolla - Nothin' But The Truth "
"4777","10/18","[活動] 11/08 HOOD 座談會-參劈:中文饒舌"
"4778","10/18","[知識] REAL HIP HOP"
"4779","10/19","10/18 LUXY 小強(Lil' Jon)之夜"
"4780","10/19","[新聞] Kanye West 新專輯曲目公開"
"4781","10/19","[新聞] T-Pain將主持今年BET Award"
"4782","10/19","[推薦] Davi 上海 Iron Mic 比賽"
"4783","10/20","[新聞]Battle of the Year 2008 Result!!!  "
"4784","10/20","[推薦] 好Hip-Hop的婚禮"
"4785","10/20","[推薦] Kidz in the hall feat. Estelle-Love Hangover"
"4786","10/20","[推薦] Weird Al Yankovic-Whatever You Like"
"4787","10/21","[活動] FJUDMC PRESENTS: Scratch 刷碟講座 by …"
"4788","10/21","Petition for 2PAC"
"4789","10/21","[討論] DL Incognito"
"4790","10/21","[新聞] 關於Kanye的新專輯，Kanye如此說..."
"4791","10/21","[新聞] Soulja Boy將在年底發行新專輯...."
"4792","10/21","[新聞] 關於Eminem的新專輯，Eminem如此說..."
"4793","10/21","[活動] 嘻哈開戰講座之二：B-BOY (上) 10.16.2008"
"4794","10/21","[活動] RSI饒舌第一季三集完整陣容公佈＆宣傳밠…"
"4795","10/21","[推薦] MC HOTDOG 差不多先生"
"4796","10/22","[新聞] Diddy買下服飾品牌Enyce的經營權"
"4797","10/22","[新聞] Nature新專輯將發行"
"4798","10/23","Re: [新聞] Kanye West 新專輯曲目公開"
"4799","10/23","[問題] about ""LOWRIDER""？！"
"4800","10/23","[新聞] Style P & Jadakiss的消息"
"4801","10/23","[新聞] Eminem很低調，50 Cent很高調"
"4802","10/23","[問題] 請問有關於類似幫派的歌"
"4803","10/24","Jay-Z 免費演唱會來到克里夫蘭，主持人是....."
"4804","10/24","[新聞] Scarface也趕搭挺Obama"
"4805","10/25","[新奇] Snoop Dogg + Massive Attack "
"4806","10/25","[新聞] Jennifer Hudson母親及兄長遭槍殺"
"4807","10/26","[推薦] 年代專訪 大支人人有功練"
"4808","10/26","[問題] 跳舞音樂的混音軟體"
"4809","10/26","[問題] 對拍"
"4810","10/26","[推薦] Guru-Jazzmatazz, Vol. 3: Streetsoul"
"4811","10/27","[KUSO] new Kanye"
"4812","10/27","[新聞] EPMD, Mos Def 新專輯也在準備中"
"4813","10/28","[推薦] Viva La Hova"
"4814","10/28","[新聞] Diddy也宣布新專輯製作中"
"4815","10/28","[新聞] Ludacris的新專輯 ""Theater Of The Mind"""
"4816","10/28","[新聞] 50 Cent軟掉了，主動向Kanye和解"
"4817","10/28","問歌(3)"
"4818","10/29","[問題] 請教台北哪裡買的到Nujabes的唱片呢?"
"4819","10/29","[推薦] T.I. feat. Rihanna-Live Your Life"
"4820","10/29","[問題] 請推薦跳poppin的音樂"
"4821","10/30","Re: [問題] about ""LOWRIDER""？！"
"4822","10/30","[推薦] EPMD - Listen Up"
"4823","10/30","Re: [新聞] Ludacris的新專輯 ""Theater Of The Mind"""
"4824","10/30","[討論] 有人知道9 INCH REMIX 這一系列的"
"4825","10/31","[問題] 有沒有人可以告訴我這首歌"
"4826","10/31","[新聞] Common新專輯小變動，與50 Cent同天發行"
"4827","10/31","[新聞] Busta Rhymes新專輯延至明年發行"
"4828","10/31","[活動] 嘻哈開戰講座之二：B-BOY (下) 10.16.2008"
"4829","10/31","[活動] 嘻哈開戰講座之三：MC    (上) 10.23.2008"
"4830","10/31","[推薦] Estelle--Come Over (feat.Sean Paul)"
"4831","10/31","[新聞] Lil' Wayne 正在籌備專輯 & 電影"
"4832","10/31","[推薦] Johnson & Jonson"
"4833","11/01","[推薦] Freeway - Change "
"4834","11/01","[推薦] Playa Cardz Right"
"4835","11/01","Re: Jay-Z 免費演唱會來到克里夫蘭，主持人是....."
"4836","11/01","[活動] 11/8號 HOOD座談會注意事項"
"4837","11/02","[新聞] Lupe Fiasco的最後一擊，將是3CD!!"
"4838","11/02","[情報] Mos Def - Life In Marvelous Times"
"4839","11/02","[問題] 關於poppin' 的震點"
"4840","11/03","分享 nomak & softlipa tryout mix"
"4841","11/03","[RIP ] Def Jam 副總裁 Shakir Stewart 自殺"
"4842","11/03","[推薦] Krave - Scrub Tha Ground"
"4843","11/03","[問題] Pharrell And The Yessirs"
"4844","11/04","[廠牌] Def Jam Pt.2"
"4845","11/04","[推薦] Lil' Wayne feat. Bobby Valentino"
"4846","11/04","[知識] This is Hip-Hop"
"4847","11/05","[新聞] T-Pain新專輯提前曝光"
"4848","11/05","[新聞] Prodigy即將發片，發行前先來爆料"
"4849","11/05","[討論] 饒舌軌道像月亮 初一十五不一樣"
"4850","11/05","Re: [新聞] Prodigy即將發片，發行前先來爆料"
"4851","11/05","[恭喜] 歐巴馬"
"4852","11/05","[推薦] Nas - Election Night"
"4853","11/06","[推薦] 大支新歌"
"4854","11/06","[問題]向各位請教關於茶米""夢""這首歌"
"4855","11/06","[推薦]Down South Boys(壞南孩)/Fight wit it"
"4856","11/06","[自介] Common - Change"
"4857","11/07","[推薦] [New Shit]熱狗 feat.曹格 -咖哩熱狗"
"4858","11/07","[新聞] 50 Cent專輯曲目公佈"
"4859","11/07","[新聞] Mos Def 挨告!!"
"4860","11/07","[新聞] 大家都在恭賀Obama"
"4861","11/07","[新聞] Cassidy 與新唱片公司簽約"
"4862","11/07","[分享] Evidence的最新Mixtape""The Layover"""
"4863","11/07","[情報] NIKE 推出 BET Hip-Hop Awards 2008 紀念版"
"4864","11/07","[推薦單曲]RSI 饒舌現場 BOUNS 單曲 WE RUN THIS 強勁發表！ "
"4865","11/07","[推薦] 茶米有新歌了"
"4866","11/08","[活動] 塗鴉接圖活動in台南"
"4867","11/08","[新聞] Jadakiss 新專輯曲目公佈"
"4868","11/08","Re: [新聞] 大家都在恭賀Obama"
"4869","11/08","[活動] Chris Brown in 澳門"
"4870","11/08","[問題] 影片中的音樂"
"4871","11/09","[廠牌] Def Jam:美國嘻哈的藍圖 Pt.3"
"4872","11/09","[廠牌] Def Jam:美國嘻哈的藍圖 Pt.4"
"4873","11/09","[活動] 台南學生之夜"
"4874","11/09","[廠牌] Def Jam:美國嘻哈的藍圖 Pt.5"
"4875","11/09","[推薦] 瑞典Underground團The Narcissicists-Planet Euthanasia"
"4876","11/10","[廠牌] Def Jam:美國嘻哈的藍圖 Pt.6"
"4877","11/10","[新聞] Rihanna 表演中昏倒  送醫急救"
"4878","11/10","[新聞] Royce 5'9"" 新專輯消息"
"4879","11/10","[新聞] 隔了10年，MC Ren 回來了"
"4880","11/10","[問題] 類似「Akon-Mr.lonely」的英文歌曲"
"4881","11/10","Re: [問題]向各位請教關於茶米""夢""這首歌"
"4882","11/11","[推薦] Nas - The Life and Rhymes演唱會"
"4883","11/11","Re: [新聞] Mos Def 挨告!!"
"4884","11/11","[新聞] 50 Cent 自稱從 Eminem 那邊偷了個 Beat"
"4885","11/11","[活動] 11/21 南島嘻哈派對@Detail"
